2922 10   //降雨量记录条数（即行数）  雨量站数（即列数）
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0    //雨量站测得的降雨量，mm
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
4.7 	4.8 	4.8 	4.8 	4.8 	4.8 	4.9 	4.8 	4.8 	4.9 
27.6 	34.2 	34.2 	34.2 	34.2 	34.2 	38.6 	34.2 	34.2 	36.4 
0.5 	0.7 	0.7 	0.7 	0.7 	0.7 	0.8 	0.7 	0.7 	0.9 
3.8 	6.0 	6.0 	6.0 	6.0 	6.0 	7.4 	6.0 	6.0 	6.9 
0.1 	0.1 	0.1 	0.1 	0.1 	0.1 	0.2 	0.1 	0.1 	0.0 
22.0 	20.2 	20.2 	20.2 	20.2 	20.2 	15.7 	20.2 	20.2 	22.9 
2.4 	5.1 	5.1 	5.1 	5.1 	5.1 	7.7 	5.1 	5.1 	5.3 
15.6 	12.3 	12.3 	12.3 	12.3 	12.3 	16.7 	12.3 	12.3 	4.6 
1.8 	1.1 	1.1 	1.1 	1.1 	1.1 	0.8 	1.1 	1.1 	0.6 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.3 
16.8 	19.1 	19.1 	19.1 	19.1 	19.1 	17.8 	19.1 	19.1 	22.8 
29.7 	32.8 	32.8 	32.8 	32.8 	32.8 	34.3 	32.8 	32.8 	34.3 
4.4 	5.0 	5.0 	5.0 	5.0 	5.0 	4.5 	5.0 	5.0 	6.2 
0.7 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	0.9 	1.1 
8.0 	8.6 	8.6 	8.6 	8.6 	8.6 	9.1 	8.6 	8.6 	8.7 
0.6 	0.9 	0.9 	0.9 	0.9 	0.9 	1.7 	0.9 	0.9 	0.5 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.1 	0.3 	0.3 	0.5 
3.4 	3.5 	3.5 	3.5 	3.5 	3.5 	4.2 	3.5 	3.5 	2.8 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
2.9 	3.0 	3.0 	3.0 	3.0 	3.0 	3.1 	3.0 	3.0 	3.0 
10.5 	7.5 	7.5 	7.5 	7.5 	7.5 	9.7 	7.5 	7.5 	2.3 
3.5 	4.4 	4.4 	4.4 	4.4 	4.4 	4.7 	4.4 	4.4 	4.9 
0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 	0.3 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
15.8 	16.8 	16.8 	16.8 	16.8 	16.8 	17.9 	16.8 	16.8 	16.6 
43.5 	48.7 	48.7 	48.7 	48.7 	48.7 	44.3 	48.7 	48.7 	58.2 
15.2 	17.7 	17.7 	17.7 	17.7 	17.7 	17.6 	17.7 	17.7 	20.4 
10.1 	10.8 	10.8 	10.8 	10.8 	10.8 	11.6 	10.8 	10.8 	10.7 
0.1 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 
0.5 	0.3 	0.3 	0.3 	0.3 	0.3 	0.0 	0.3 	0.3 	0.3 
6.8 	5.8 	5.8 	5.8 	5.8 	5.8 	4.3 	5.8 	5.8 	6.2 
5.0 	4.4 	4.4 	4.4 	4.4 	4.4 	4.2 	4.4 	4.4 	3.9 
0.7 	1.0 	1.0 	1.0 	1.0 	1.0 	1.1 	1.0 	1.0 	1.1 
9.4 	8.7 	8.7 	8.7 	8.7 	8.7 	8.6 	8.7 	8.7 	8.1 
19.3 	19.8 	19.8 	19.8 	19.8 	19.8 	20.5 	19.8 	19.8 	19.5 
